freq,unit,accident,victim,pers_cat,geo\TIME_PERIOD	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,COLLIS,INJ_SRL,UA_PER,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,BG	0 	2 	5 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	1 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,EL	0 	0 	0 	0 	2 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,EU27_2020	: 	: 	: 	: 	8 	2 	0 	0 	4 	4 	3 	0 	1 	1 	0 	0 	0 	1 
A,NR,COLLIS,INJ_SRL,UA_PER,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,FR	1 	0 	0 	0 	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
A,NR,COLLIS,INJ_SRL,UA_PER,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,PL	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,RO	0 	0 	0 	0 	6 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,SI	: 	0 	0 	2 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,SK	: 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,INJ_SRL,UA_PER,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,COLLIS,INJ_SRL,UNK,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS,INJ_SRL,UNK,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,COLLIS,INJ_SRL,UNK,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 
A,NR,COLLIS,KIL,EMP,AT	0 	0 	0 	0 	0 	0 	0 	2 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,BE	0 	0 	0 	0 	1 	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,CH	: 	: 	: 	0 	0 	0 	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,CZ	0 	1 	2 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	1 	3 	1 	0 
A,NR,COLLIS,KIL,EMP,DE	0 	0 	1 	1 	0 	2 	4 	1 	0 	1 	4 	0 	1 	0 	2 	0 	1 	0 
A,NR,COLLIS,KIL,EMP,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,EE	: 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,EL	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	8 
A,NR,COLLIS,KIL,EMP,ES	2 	0 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,EU27_2020	: 	: 	: 	: 	6 	3 	10 	3 	0 	3 	13 	1 	3 	1 	10 	3 	4 	10 
A,NR,COLLIS,KIL,EMP,FI	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,FR	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 
A,NR,COLLIS,KIL,EMP,HU	: 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,IT	3 	0 	0 	1 	0 	0 	0 	0 	0 	0 	4 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,LV	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS,KIL,EMP,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,COLLIS,KIL,EMP,NL	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
A,NR,COLLIS,KIL,EMP,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,PL	1 	1 	0 	0 	0 	0 	5 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	1 
A,NR,COLLIS,KIL,EMP,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,SI	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,SK	: 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,EMP,TR	0 	0 	0 	1 	1 	2 	2 	0 	0 	1 	0 	0 	3 	: 	0 	0 	: 	: 
A,NR,COLLIS,KIL,EMP,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,COLLIS,KIL,LV_USR,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,DE	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,EL	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,EU27_2020	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,SI	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,LV_USR,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,COLLIS,KIL,OTH,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,CH	: 	: 	: 	0 	0 	1 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
A,NR,COLLIS,KIL,OTH,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,CZ	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,DE	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 
A,NR,COLLIS,KIL,OTH,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,ES	0 	0 	2 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,EU27_2020	: 	: 	: 	: 	3 	0 	4 	3 	1 	0 	0 	1 	1 	1 	0 	1 	0 	2 
A,NR,COLLIS,KIL,OTH,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,FR	: 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,HU	: 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,IT	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS,KIL,OTH,MK	: 	: 	: 	0 	9 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,COLLIS,KIL,OTH,NL	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,NO	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,PL	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 
A,NR,COLLIS,KIL,OTH,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,SK	: 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,OTH,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 
A,NR,COLLIS,KIL,OTH,UK	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,COLLIS,KIL,PAS,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,BE	0 	0 	0 	0 	18 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,CZ	0 	0 	8 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	2 	1 	0 	0 
A,NR,COLLIS,KIL,PAS,DE	0 	0 	0 	0 	0 	8 	1 	0 	0 	0 	7 	0 	1 	0 	0 	0 	1 	0 
A,NR,COLLIS,KIL,PAS,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	8 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,EL	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	49 
A,NR,COLLIS,KIL,PAS,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,EU27_2020	: 	: 	: 	: 	19 	9 	13 	0 	0 	1 	28 	0 	3 	8 	2 	1 	2 	49 
A,NR,COLLIS,KIL,PAS,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,FR	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 
A,NR,COLLIS,KIL,PAS,HU	: 	0 	4 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	19 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS,KIL,PAS,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,COLLIS,KIL,PAS,NL	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,PL	0 	0 	0 	0 	0 	0 	11 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,SE	: 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,PAS,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	6 	: 	0 	0 	: 	: 
A,NR,COLLIS,KIL,PAS,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,COLLIS,KIL,TOTAL,AT	0 	0 	1 	0 	0 	0 	0 	2 	0 	2 	0 	2 	1 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,BE	0 	0 	0 	0 	19 	0 	1 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,BG	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,CH	: 	: 	: 	0 	0 	1 	1 	3 	0 	0 	0 	1 	0 	0 	0 	0 	0 	1 
A,NR,COLLIS,KIL,TOTAL,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,CZ	0 	1 	10 	0 	1 	1 	0 	0 	0 	1 	0 	0 	0 	0 	3 	4 	1 	0 
A,NR,COLLIS,KIL,TOTAL,DE	0 	1 	1 	1 	0 	10 	8 	1 	0 	2 	11 	0 	2 	0 	2 	1 	2 	0 
A,NR,COLLIS,KIL,TOTAL,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	8 	1 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,EE	: 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,EL	4 	2 	0 	2 	1 	0 	4 	0 	0 	0 	2 	1 	1 	0 	0 	0 	0 	57 
A,NR,COLLIS,KIL,TOTAL,ES	2 	0 	3 	0 	2 	0 	2 	0 	0 	0 	0 	0 	1 	3 	2 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,EU27_2020	: 	: 	: 	: 	32 	12 	33 	7 	3 	6 	44 	4 	11 	17 	13 	7 	6 	61 
A,NR,COLLIS,KIL,TOTAL,FI	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,FR	9 	2 	0 	0 	0 	0 	0 	1 	1 	0 	0 	0 	3 	1 	0 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 
A,NR,COLLIS,KIL,TOTAL,HU	0 	2 	4 	0 	1 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 
A,NR,COLLIS,KIL,TOTAL,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
