freq,unit,accident,victim,pers_cat,geo\TIME_PERIOD	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,LV	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,NL	0 	0 	0 	0 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,NO	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,PL	0 	0 	0 	0 	0 	0 	11 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,PT	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,RO	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,SE	: 	0 	0 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,SI	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,SK	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,PAS,UK	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,AT	0 	0 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,BE	0 	0 	0 	0 	19 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,BG	0 	0 	0 	0 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,CZ	0 	1 	10 	0 	1 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,DE	0 	1 	1 	1 	0 	10 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,DK	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,EE	: 	0 	0 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,EL	4 	2 	0 	2 	1 	0 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,ES	2 	0 	3 	0 	2 	0 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,EU27_2020	: 	: 	: 	: 	33 	12 	33 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,FI	0 	0 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,FR	9 	2 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,HR	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,HU	0 	2 	4 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,IE	0 	0 	0 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,IT	3 	1 	1 	1 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,LT	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,LU	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,LV	0 	0 	2 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,NL	0 	0 	0 	1 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,NO	0 	0 	0 	0 	3 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,PL	1 	1 	0 	0 	0 	0 	16 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,PT	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,RO	0 	0 	0 	0 	3 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,SE	0 	0 	0 	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,SI	1 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,SK	0 	0 	0 	0 	3 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,TOTAL,UK	1 	0 	0 	2 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,AT	: 	0 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,BE	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,BG	0 	0 	0 	0 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,CZ	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,DE	0 	0 	0 	0 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,DK	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,EE	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,EL	2 	2 	0 	2 	1 	0 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,ES	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,EU27_2020	: 	: 	: 	: 	4 	0 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,FI	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,FR	3 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,HR	: 	: 	: 	: 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,HU	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,IE	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,IT	0 	1 	1 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,LT	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,LU	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,LV	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,NL	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,NO	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,PL	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,PT	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,RO	0 	0 	0 	0 	3 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,SE	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,SI	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,SK	: 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,COLLIS_X_LVLCROS,KIL,UA_PER,UK	0 	0 	0 	2 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,DERAIL,INJ_SRL,EMP,AT	1 	0 	0 	1 	2 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,BG	0 	0 	0 	0 	0 	0 	0 	0 	4 	0 	1 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,CZ	0 	0 	0 	0 	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,DE	0 	0 	1 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,DK	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,EL	0 	0 	0 	1 	3 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,ES	0 	0 	1 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,EU27_2020	: 	: 	: 	: 	7 	4 	0 	3 	4 	0 	2 	4 	1 	1 	0 	0 	1 	0 
A,NR,DERAIL,INJ_SRL,EMP,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,HR	: 	: 	: 	: 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,IT	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,DERAIL,INJ_SRL,EMP,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,DERAIL,INJ_SRL,EMP,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,NO	0 	0 	0 	0 	0 	2 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,PL	0 	1 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 
A,NR,DERAIL,INJ_SRL,EMP,PT	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,RO	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,EMP,TR	0 	4 	2 	2 	4 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 
A,NR,DERAIL,INJ_SRL,EMP,UK	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,DERAIL,INJ_SRL,LV_USR,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,EL	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,EU27_2020	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,SI	: 	0 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,LV_USR,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,DERAIL,INJ_SRL,OTH,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	12 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,CH	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,CHUNNEL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,EU27_2020	: 	: 	: 	: 	0 	0 	0 	1 	0 	0 	12 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,FR	: 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,HR	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,IT	0 	0 	0 	13 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,LU	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,ME	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 
A,NR,DERAIL,INJ_SRL,OTH,MK	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,NR,DERAIL,INJ_SRL,OTH,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,PT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,DERAIL,INJ_SRL,OTH,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	0 	0 	: 	: 
A,NR,DERAIL,INJ_SRL,OTH,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
A,NR,DERAIL,INJ_SRL,PAS,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	5 	0 
A,NR,DERAIL,INJ_SRL,PAS,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 
