freq,unit,victim,c_regis,geo\TIME_PERIOD	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,INJ,NL,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NL,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NL,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NL,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,EU27_2020	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,EU28	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,INJ,NO,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,IS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,LI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,LT	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,NO	3 	0 	0 	6 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,OTH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,NO,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,EE	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,EU27_2020	0 	0 	0 	0 	2 	1 	0 	0 	3 	0 	3 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,EU28	0 	0 	0 	0 	2 	1 	0 	0 	3 	0 	3 	0 	0 	0 	: 	: 	: 	: 
A,NR,INJ,PL,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,IS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,LI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,OTH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,PL	0 	0 	0 	0 	0 	1 	0 	0 	3 	0 	3 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PL,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,EU27_2020	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,EU28	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,INJ,PT,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,IS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,LI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,OTH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,PT,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,EU27_2020	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,EU28	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,INJ,RO,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,IS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,LI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,OTH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,RO	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,RO,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,EU27_2020	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	1 p	0 p	0 p
A,NR,INJ,SE,EU28	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	: 	: 	: 	: 
A,NR,INJ,SE,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,FR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,HR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,IS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 p	0 p	0 p
A,NR,INJ,SE,LI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,OTH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,SE	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SE,UK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,CH	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,CY	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,DE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,EU27_2020	0 	0 	0 	0 	0 	0 	14 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p	0 p
A,NR,INJ,SI,EU28	0 	0 	0 	0 	0 	0 	14 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
